street;date;consumption_kwh_per_minute
224 Grape Street;2006-12-19;0.00437
225 Banana Boulevard;2006-12-19;0.00437
221 Apple Lane;2006-12-19;0.00407
222 Orange Avenue;2006-12-19;0.00407
223 Cherry Lane;2006-12-19;0.00407
224 Grape Street;2006-12-19;0.00407
225 Banana Boulevard;2006-12-19;0.00407
221 Apple Lane;2006-12-19;0.00437
222 Orange Avenue;2006-12-19;0.00437
223 Cherry Lane;2006-12-19;0.00437
224 Grape Street;2006-12-19;0.00437
225 Banana Boulevard;2006-12-19;0.00437
221 Apple Lane;2006-12-19;0.00423
222 Orange Avenue;2006-12-19;0.00423
223 Cherry Lane;2006-12-19;0.00423
224 Grape Street;2006-12-19;0.00423
225 Banana Boulevard;2006-12-19;0.00423
221 Apple Lane;2006-12-19;0.00417
222 Orange Avenue;2006-12-19;0.00417
223 Cherry Lane;2006-12-19;0.00417
224 Grape Street;2006-12-19;0.00417
225 Banana Boulevard;2006-12-19;0.00417
221 Apple Lane;2006-12-19;0.00433
222 Orange Avenue;2006-12-19;0.00433
223 Cherry Lane;2006-12-19;0.00433
224 Grape Street;2006-12-19;0.00433
225 Banana Boulevard;2006-12-19;0.00433
221 Apple Lane;2006-12-19;0.004
222 Orange Avenue;2006-12-19;0.004
223 Cherry Lane;2006-12-19;0.004
224 Grape Street;2006-12-19;0.004
225 Banana Boulevard;2006-12-19;0.004
221 Apple Lane;2006-12-19;0.00557
222 Orange Avenue;2006-12-19;0.00557
223 Cherry Lane;2006-12-19;0.00557
224 Grape Street;2006-12-19;0.00557
225 Banana Boulevard;2006-12-19;0.00557
221 Apple Lane;2006-12-19;0.00587
222 Orange Avenue;2006-12-19;0.00587
223 Cherry Lane;2006-12-19;0.00587
224 Grape Street;2006-12-19;0.00587
225 Banana Boulevard;2006-12-19;0.00587
221 Apple Lane;2006-12-19;0.0061
222 Orange Avenue;2006-12-19;0.0061
223 Cherry Lane;2006-12-19;0.0061
224 Grape Street;2006-12-19;0.0061
225 Banana Boulevard;2006-12-19;0.0061
221 Apple Lane;2006-12-19;0.00577
222 Orange Avenue;2006-12-19;0.00577
223 Cherry Lane;2006-12-19;0.00577
224 Grape Street;2006-12-19;0.00577
225 Banana Boulevard;2006-12-19;0.00577
221 Apple Lane;2006-12-19;0.00603
222 Orange Avenue;2006-12-19;0.00603
223 Cherry Lane;2006-12-19;0.00603
224 Grape Street;2006-12-19;0.00603
225 Banana Boulevard;2006-12-19;0.00603
221 Apple Lane;2006-12-19;0.00573
222 Orange Avenue;2006-12-19;0.00573
223 Cherry Lane;2006-12-19;0.00573
224 Grape Street;2006-12-19;0.00573
225 Banana Boulevard;2006-12-19;0.00573
221 Apple Lane;2006-12-19;0.0164
222 Orange Avenue;2006-12-19;0.0164
223 Cherry Lane;2006-12-19;0.0164
224 Grape Street;2006-12-19;0.0164
225 Banana Boulevard;2006-12-19;0.0164
221 Apple Lane;2006-12-19;0.0241
222 Orange Avenue;2006-12-19;0.0241
223 Cherry Lane;2006-12-19;0.0241
224 Grape Street;2006-12-19;0.0241
225 Banana Boulevard;2006-12-19;0.0241
221 Apple Lane;2006-12-19;0.02423
222 Orange Avenue;2006-12-19;0.02423
223 Cherry Lane;2006-12-19;0.02423
224 Grape Street;2006-12-19;0.02423
225 Banana Boulevard;2006-12-19;0.02423
221 Apple Lane;2006-12-19;0.0237
222 Orange Avenue;2006-12-19;0.0237
223 Cherry Lane;2006-12-19;0.0237
224 Grape Street;2006-12-19;0.0237
225 Banana Boulevard;2006-12-19;0.0237
221 Apple Lane;2006-12-19;0.0238
222 Orange Avenue;2006-12-19;0.0238
223 Cherry Lane;2006-12-19;0.0238
224 Grape Street;2006-12-19;0.0238
225 Banana Boulevard;2006-12-19;0.0238
221 Apple Lane;2006-12-19;0.0235
222 Orange Avenue;2006-12-19;0.0235
223 Cherry Lane;2006-12-19;0.0235
224 Grape Street;2006-12-19;0.0235
225 Banana Boulevard;2006-12-19;0.0235
221 Apple Lane;2006-12-19;0.02377
222 Orange Avenue;2006-12-19;0.02377
223 Cherry Lane;2006-12-19;0.02377
224 Grape Street;2006-12-19;0.02377
225 Banana Boulevard;2006-12-19;0.02377
221 Apple Lane;2006-12-19;0.0233
222 Orange Avenue;2006-12-19;0.0233
223 Cherry Lane;2006-12-19;0.0233
224 Grape Street;2006-12-19;0.0233
225 Banana Boulevard;2006-12-19;0.0233
221 Apple Lane;2006-12-19;0.02243
222 Orange Avenue;2006-12-19;0.02243
223 Cherry Lane;2006-12-19;0.02243
224 Grape Street;2006-12-19;0.02243
225 Banana Boulevard;2006-12-19;0.02243
221 Apple Lane;2006-12-19;0.02177
222 Orange Avenue;2006-12-19;0.02177
223 Cherry Lane;2006-12-19;0.02177
224 Grape Street;2006-12-19;0.02177
225 Banana Boulevard;2006-12-19;0.02177
221 Apple Lane;2006-12-19;0.02303
222 Orange Avenue;2006-12-19;0.02303
223 Cherry Lane;2006-12-19;0.02303
224 Grape Street;2006-12-19;0.02303
225 Banana Boulevard;2006-12-19;0.02303
221 Apple Lane;2006-12-19;0.023
222 Orange Avenue;2006-12-19;0.023
223 Cherry Lane;2006-12-19;0.023
224 Grape Street;2006-12-19;0.023
225 Banana Boulevard;2006-12-19;0.023
221 Apple Lane;2006-12-19;0.02327
222 Orange Avenue;2006-12-19;0.02327
223 Cherry Lane;2006-12-19;0.02327
224 Grape Street;2006-12-19;0.02327
225 Banana Boulevard;2006-12-19;0.02327
221 Apple Lane;2006-12-19;0.02293
222 Orange Avenue;2006-12-19;0.02293
223 Cherry Lane;2006-12-19;0.02293
224 Grape Street;2006-12-19;0.02293
225 Banana Boulevard;2006-12-19;0.02293
221 Apple Lane;2006-12-19;0.0234
222 Orange Avenue;2006-12-19;0.0234
223 Cherry Lane;2006-12-19;0.0234
224 Grape Street;2006-12-19;0.0234
225 Banana Boulevard;2006-12-19;0.0234
221 Apple Lane;2006-12-19;0.02307
222 Orange Avenue;2006-12-19;0.02307
223 Cherry Lane;2006-12-19;0.02307
224 Grape Street;2006-12-19;0.02307
225 Banana Boulevard;2006-12-19;0.02307
221 Apple Lane;2006-12-19;0.02347
222 Orange Avenue;2006-12-19;0.02347
223 Cherry Lane;2006-12-19;0.02347
224 Grape Street;2006-12-19;0.02347
225 Banana Boulevard;2006-12-19;0.02347
221 Apple Lane;2006-12-19;0.02443
222 Orange Avenue;2006-12-19;0.02443
223 Cherry Lane;2006-12-19;0.02443
224 Grape Street;2006-12-19;0.02443
225 Banana Boulevard;2006-12-19;0.02443
221 Apple Lane;2006-12-19;0.02653
222 Orange Avenue;2006-12-19;0.02653
223 Cherry Lane;2006-12-19;0.02653
224 Grape Street;2006-12-19;0.02653
225 Banana Boulevard;2006-12-19;0.02653
221 Apple Lane;2006-12-19;0.02553
222 Orange Avenue;2006-12-19;0.02553
223 Cherry Lane;2006-12-19;0.02553
224 Grape Street;2006-12-19;0.02553
225 Banana Boulevard;2006-12-19;0.02553
221 Apple Lane;2006-12-19;0.02523
222 Orange Avenue;2006-12-19;0.02523
223 Cherry Lane;2006-12-19;0.02523
224 Grape Street;2006-12-19;0.02523
225 Banana Boulevard;2006-12-19;0.02523
221 Apple Lane;2006-12-19;0.02513
222 Orange Avenue;2006-12-19;0.02513
223 Cherry Lane;2006-12-19;0.02513
224 Grape Street;2006-12-19;0.02513
225 Banana Boulevard;2006-12-19;0.02513
221 Apple Lane;2006-12-19;0.0248
222 Orange Avenue;2006-12-19;0.0248
223 Cherry Lane;2006-12-19;0.0248
224 Grape Street;2006-12-19;0.0248
225 Banana Boulevard;2006-12-19;0.0248
221 Apple Lane;2006-12-19;0.0248
222 Orange Avenue;2006-12-19;0.0248
223 Cherry Lane;2006-12-19;0.0248
224 Grape Street;2006-12-19;0.0248
225 Banana Boulevard;2006-12-19;0.0248
221 Apple Lane;2006-12-19;0.02463
222 Orange Avenue;2006-12-19;0.02463
223 Cherry Lane;2006-12-19;0.02463
224 Grape Street;2006-12-19;0.02463
225 Banana Boulevard;2006-12-19;0.02463
221 Apple Lane;2006-12-19;0.0237
222 Orange Avenue;2006-12-19;0.0237
223 Cherry Lane;2006-12-19;0.0237
224 Grape Street;2006-12-19;0.0237
225 Banana Boulevard;2006-12-19;0.0237
221 Apple Lane;2006-12-19;0.02167
222 Orange Avenue;2006-12-19;0.02167
223 Cherry Lane;2006-12-19;0.02167
224 Grape Street;2006-12-19;0.02167
225 Banana Boulevard;2006-12-19;0.02167
221 Apple Lane;2006-12-19;0.0219
222 Orange Avenue;2006-12-19;0.0219
223 Cherry Lane;2006-12-19;0.0219
224 Grape Street;2006-12-19;0.0219
225 Banana Boulevard;2006-12-19;0.0219
221 Apple Lane;2006-12-19;0.02153
222 Orange Avenue;2006-12-19;0.02153
223 Cherry Lane;2006-12-19;0.02153
224 Grape Street;2006-12-19;0.02153
225 Banana Boulevard;2006-12-19;0.02153
221 Apple Lane;2006-12-19;0.0219
222 Orange Avenue;2006-12-19;0.0219
223 Cherry Lane;2006-12-19;0.0219
224 Grape Street;2006-12-19;0.0219
225 Banana Boulevard;2006-12-19;0.0219
221 Apple Lane;2006-12-19;0.01137
222 Orange Avenue;2006-12-19;0.01137
223 Cherry Lane;2006-12-19;0.01137
224 Grape Street;2006-12-19;0.01137
225 Banana Boulevard;2006-12-19;0.01137
221 Apple Lane;2006-12-19;0.00427
222 Orange Avenue;2006-12-19;0.00427
223 Cherry Lane;2006-12-19;0.00427
224 Grape Street;2006-12-19;0.00427
225 Banana Boulevard;2006-12-19;0.00427
221 Apple Lane;2006-12-19;0.0044
222 Orange Avenue;2006-12-19;0.0044
223 Cherry Lane;2006-12-19;0.0044
224 Grape Street;2006-12-19;0.0044
225 Banana Boulevard;2006-12-19;0.0044
221 Apple Lane;2006-12-19;0.0061
222 Orange Avenue;2006-12-19;0.0061
223 Cherry Lane;2006-12-19;0.0061
224 Grape Street;2006-12-19;0.0061
225 Banana Boulevard;2006-12-19;0.0061
221 Apple Lane;2006-12-19;0.0057
222 Orange Avenue;2006-12-19;0.0057
223 Cherry Lane;2006-12-19;0.0057
224 Grape Street;2006-12-19;0.0057
225 Banana Boulevard;2006-12-19;0.0057
221 Apple Lane;2006-12-19;0.006
222 Orange Avenue;2006-12-19;0.006
223 Cherry Lane;2006-12-19;0.006
224 Grape Street;2006-12-19;0.006
225 Banana Boulevard;2006-12-19;0.006
221 Apple Lane;2006-12-19;0.00567
222 Orange Avenue;2006-12-19;0.00567
223 Cherry Lane;2006-12-19;0.00567
224 Grape Street;2006-12-19;0.00567
225 Banana Boulevard;2006-12-19;0.00567
221 Apple Lane;2006-12-19;0.00593
222 Orange Avenue;2006-12-19;0.00593
223 Cherry Lane;2006-12-19;0.00593
224 Grape Street;2006-12-19;0.00593
225 Banana Boulevard;2006-12-19;0.00593
221 Apple Lane;2006-12-19;0.0056
222 Orange Avenue;2006-12-19;0.0056
223 Cherry Lane;2006-12-19;0.0056
224 Grape Street;2006-12-19;0.0056
225 Banana Boulevard;2006-12-19;0.0056
221 Apple Lane;2006-12-19;0.00587
222 Orange Avenue;2006-12-19;0.00587
223 Cherry Lane;2006-12-19;0.00587
224 Grape Street;2006-12-19;0.00587
225 Banana Boulevard;2006-12-19;0.00587
221 Apple Lane;2006-12-19;0.00557
222 Orange Avenue;2006-12-19;0.00557
223 Cherry Lane;2006-12-19;0.00557
224 Grape Street;2006-12-19;0.00557
225 Banana Boulevard;2006-12-19;0.00557
221 Apple Lane;2006-12-19;0.00587
222 Orange Avenue;2006-12-19;0.00587
223 Cherry Lane;2006-12-19;0.00587
224 Grape Street;2006-12-19;0.00587
225 Banana Boulevard;2006-12-19;0.00587
221 Apple Lane;2006-12-19;0.0055
222 Orange Avenue;2006-12-19;0.0055
223 Cherry Lane;2006-12-19;0.0055
224 Grape Street;2006-12-19;0.0055
225 Banana Boulevard;2006-12-19;0.0055
221 Apple Lane;2006-12-19;0.00583
222 Orange Avenue;2006-12-19;0.00583
223 Cherry Lane;2006-12-19;0.00583
224 Grape Street;2006-12-19;0.00583
225 Banana Boulevard;2006-12-19;0.00583
221 Apple Lane;2006-12-19;0.00567
222 Orange Avenue;2006-12-19;0.00567
223 Cherry Lane;2006-12-19;0.00567
224 Grape Street;2006-12-19;0.00567
225 Banana Boulevard;2006-12-19;0.00567
221 Apple Lane;2006-12-19;0.00567
222 Orange Avenue;2006-12-19;0.00567
223 Cherry Lane;2006-12-19;0.00567
224 Grape Street;2006-12-19;0.00567
225 Banana Boulevard;2006-12-19;0.00567
221 Apple Lane;2006-12-19;0.00497
222 Orange Avenue;2006-12-19;0.00497
223 Cherry Lane;2006-12-19;0.00497
224 Grape Street;2006-12-19;0.00497
225 Banana Boulevard;2006-12-19;0.00497
221 Apple Lane;2006-12-19;0.00397
222 Orange Avenue;2006-12-19;0.00397
223 Cherry Lane;2006-12-19;0.00397
224 Grape Street;2006-12-19;0.00397
225 Banana Boulevard;2006-12-19;0.00397
221 Apple Lane;2006-12-19;0.0043
222 Orange Avenue;2006-12-19;0.0043
223 Cherry Lane;2006-12-19;0.0043
224 Grape Street;2006-12-19;0.0043
225 Banana Boulevard;2006-12-19;0.0043
221 Apple Lane;2006-12-19;0.004
222 Orange Avenue;2006-12-19;0.004
223 Cherry Lane;2006-12-19;0.004
224 Grape Street;2006-12-19;0.004
225 Banana Boulevard;2006-12-19;0.004
221 Apple Lane;2006-12-19;0.0043
222 Orange Avenue;2006-12-19;0.0043
223 Cherry Lane;2006-12-19;0.0043
224 Grape Street;2006-12-19;0.0043
225 Banana Boulevard;2006-12-19;0.0043
221 Apple Lane;2006-12-19;0.00457
222 Orange Avenue;2006-12-19;0.00457
223 Cherry Lane;2006-12-19;0.00457
224 Grape Street;2006-12-19;0.00457
225 Banana Boulevard;2006-12-19;0.00457
221 Apple Lane;2006-12-19;0.00557
222 Orange Avenue;2006-12-19;0.00557
223 Cherry Lane;2006-12-19;0.00557
224 Grape Street;2006-12-19;0.00557
225 Banana Boulevard;2006-12-19;0.00557
221 Apple Lane;2006-12-19;0.00527
222 Orange Avenue;2006-12-19;0.00527
223 Cherry Lane;2006-12-19;0.00527
224 Grape Street;2006-12-19;0.00527
225 Banana Boulevard;2006-12-19;0.00527
221 Apple Lane;2006-12-19;0.00557
222 Orange Avenue;2006-12-19;0.00557
223 Cherry Lane;2006-12-19;0.00557
224 Grape Street;2006-12-19;0.00557
225 Banana Boulevard;2006-12-19;0.00557
221 Apple Lane;2006-12-19;0.0053
222 Orange Avenue;2006-12-19;0.0053
223 Cherry Lane;2006-12-19;0.0053
224 Grape Street;2006-12-19;0.0053
225 Banana Boulevard;2006-12-19;0.0053
221 Apple Lane;2006-12-19;0.00557
222 Orange Avenue;2006-12-19;0.00557
223 Cherry Lane;2006-12-19;0.00557
224 Grape Street;2006-12-19;0.00557
225 Banana Boulevard;2006-12-19;0.00557
221 Apple Lane;2006-12-19;0.00523
222 Orange Avenue;2006-12-19;0.00523
223 Cherry Lane;2006-12-19;0.00523
224 Grape Street;2006-12-19;0.00523
225 Banana Boulevard;2006-12-19;0.00523
221 Apple Lane;2006-12-19;0.00553
222 Orange Avenue;2006-12-19;0.00553
223 Cherry Lane;2006-12-19;0.00553
224 Grape Street;2006-12-19;0.00553
225 Banana Boulevard;2006-12-19;0.00553
221 Apple Lane;2006-12-19;0.0052
222 Orange Avenue;2006-12-19;0.0052
223 Cherry Lane;2006-12-19;0.0052
224 Grape Street;2006-12-19;0.0052
225 Banana Boulevard;2006-12-19;0.0052
221 Apple Lane;2006-12-19;0.00463
222 Orange Avenue;2006-12-19;0.00463
223 Cherry Lane;2006-12-19;0.00463
224 Grape Street;2006-12-19;0.00463
225 Banana Boulevard;2006-12-19;0.00463
221 Apple Lane;2006-12-19;0.004
222 Orange Avenue;2006-12-19;0.004
223 Cherry Lane;2006-12-19;0.004
224 Grape Street;2006-12-19;0.004
225 Banana Boulevard;2006-12-19;0.004
221 Apple Lane;2006-12-19;0.0043
222 Orange Avenue;2006-12-19;0.0043
223 Cherry Lane;2006-12-19;0.0043
224 Grape Street;2006-12-19;0.0043
225 Banana Boulevard;2006-12-19;0.0043
221 Apple Lane;2006-12-19;0.004
222 Orange Avenue;2006-12-19;0.004
223 Cherry Lane;2006-12-19;0.004
224 Grape Street;2006-12-19;0.004
225 Banana Boulevard;2006-12-19;0.004
221 Apple Lane;2006-12-19;0.00433
222 Orange Avenue;2006-12-19;0.00433
223 Cherry Lane;2006-12-19;0.00433
224 Grape Street;2006-12-19;0.00433
225 Banana Boulevard;2006-12-19;0.00433
221 Apple Lane;2006-12-19;0.004
222 Orange Avenue;2006-12-19;0.004
223 Cherry Lane;2006-12-19;0.004
224 Grape Street;2006-12-19;0.004
225 Banana Boulevard;2006-12-19;0.004
221 Apple Lane;2006-12-19;0.0043
222 Orange Avenue;2006-12-19;0.0043
223 Cherry Lane;2006-12-19;0.0043
224 Grape Street;2006-12-19;0.0043
225 Banana Boulevard;2006-12-19;0.0043
221 Apple Lane;2006-12-19;0.00397
222 Orange Avenue;2006-12-19;0.00397
223 Cherry Lane;2006-12-19;0.00397
224 Grape Street;2006-12-19;0.00397
225 Banana Boulevard;2006-12-19;0.00397
221 Apple Lane;2006-12-19;0.0043
222 Orange Avenue;2006-12-19;0.0043
223 Cherry Lane;2006-12-19;0.0043
224 Grape Street;2006-12-19;0.0043
225 Banana Boulevard;2006-12-19;0.0043
221 Apple Lane;2006-12-19;0.00397
222 Orange Avenue;2006-12-19;0.00397
223 Cherry Lane;2006-12-19;0.00397
224 Grape Street;2006-12-19;0.00397
225 Banana Boulevard;2006-12-19;0.00397
221 Apple Lane;2006-12-19;0.0043
222 Orange Avenue;2006-12-19;0.0043
223 Cherry Lane;2006-12-19;0.0043
224 Grape Street;2006-12-19;0.0043
225 Banana Boulevard;2006-12-19;0.0043
221 Apple Lane;2006-12-19;0.0055
222 Orange Avenue;2006-12-19;0.0055
223 Cherry Lane;2006-12-19;0.0055
224 Grape Street;2006-12-19;0.0055
225 Banana Boulevard;2006-12-19;0.0055
221 Apple Lane;2006-12-19;0.00617
222 Orange Avenue;2006-12-19;0.00617
223 Cherry Lane;2006-12-19;0.00617
224 Grape Street;2006-12-19;0.00617
225 Banana Boulevard;2006-12-19;0.00617
221 Apple Lane;2006-12-19;0.00577
222 Orange Avenue;2006-12-19;0.00577
223 Cherry Lane;2006-12-19;0.00577
224 Grape Street;2006-12-19;0.00577
225 Banana Boulevard;2006-12-19;0.00577
221 Apple Lane;2006-12-19;0.00607
222 Orange Avenue;2006-12-19;0.00607
223 Cherry Lane;2006-12-19;0.00607
224 Grape Street;2006-12-19;0.00607
225 Banana Boulevard;2006-12-19;0.00607
221 Apple Lane;2006-12-19;0.00593
222 Orange Avenue;2006-12-19;0.00593
223 Cherry Lane;2006-12-19;0.00593
224 Grape Street;2006-12-19;0.00593
225 Banana Boulevard;2006-12-19;0.00593
221 Apple Lane;2006-12-19;0.00577
222 Orange Avenue;2006-12-19;0.00577
223 Cherry Lane;2006-12-19;0.00577
224 Grape Street;2006-12-19;0.00577
225 Banana Boulevard;2006-12-19;0.00577
221 Apple Lane;2006-12-19;0.00597
222 Orange Avenue;2006-12-19;0.00597
223 Cherry Lane;2006-12-19;0.00597
224 Grape Street;2006-12-19;0.00597
225 Banana Boulevard;2006-12-19;0.00597
221 Apple Lane;2006-12-19;0.00563
222 Orange Avenue;2006-12-19;0.00563
223 Cherry Lane;2006-12-19;0.00563
224 Grape Street;2006-12-19;0.00563
225 Banana Boulevard;2006-12-19;0.00563
221 Apple Lane;2006-12-19;0.0059
222 Orange Avenue;2006-12-19;0.0059
223 Cherry Lane;2006-12-19;0.0059
224 Grape Street;2006-12-19;0.0059
225 Banana Boulevard;2006-12-19;0.0059
221 Apple Lane;2006-12-19;0.0056
222 Orange Avenue;2006-12-19;0.0056
223 Cherry Lane;2006-12-19;0.0056
224 Grape Street;2006-12-19;0.0056
225 Banana Boulevard;2006-12-19;0.0056
221 Apple Lane;2006-12-19;0.00587
222 Orange Avenue;2006-12-19;0.00587
223 Cherry Lane;2006-12-19;0.00587
224 Grape Street;2006-12-19;0.00587
225 Banana Boulevard;2006-12-19;0.00587
221 Apple Lane;2006-12-19;0.00557
222 Orange Avenue;2006-12-19;0.00557
223 Cherry Lane;2006-12-19;0.00557
224 Grape Street;2006-12-19;0.00557
225 Banana Boulevard;2006-12-19;0.00557
221 Apple Lane;2006-12-19;0.0061
222 Orange Avenue;2006-12-19;0.0061
223 Cherry Lane;2006-12-19;0.0061
224 Grape Street;2006-12-19;0.0061
225 Banana Boulevard;2006-12-19;0.0061
221 Apple Lane;2006-12-19;0.00653
222 Orange Avenue;2006-12-19;0.00653
223 Cherry Lane;2006-12-19;0.00653
224 Grape Street;2006-12-19;0.00653
225 Banana Boulevard;2006-12-19;0.00653
221 Apple Lane;2006-12-19;0.0057
222 Orange Avenue;2006-12-19;0.0057
223 Cherry Lane;2006-12-19;0.0057
224 Grape Street;2006-12-19;0.0057
225 Banana Boulevard;2006-12-19;0.0057
221 Apple Lane;2006-12-19;0.00537
222 Orange Avenue;2006-12-19;0.00537
223 Cherry Lane;2006-12-19;0.00537
224 Grape Street;2006-12-19;0.00537
225 Banana Boulevard;2006-12-19;0.00537
221 Apple Lane;2006-12-19;0.00573
222 Orange Avenue;2006-12-19;0.00573
223 Cherry Lane;2006-12-19;0.00573
224 Grape Street;2006-12-19;0.00573
225 Banana Boulevard;2006-12-19;0.00573
221 Apple Lane;2006-12-19;0.00543
222 Orange Avenue;2006-12-19;0.00543
223 Cherry Lane;2006-12-19;0.00543
224 Grape Street;2006-12-19;0.00543
225 Banana Boulevard;2006-12-19;0.00543
221 Apple Lane;2006-12-19;0.00577
222 Orange Avenue;2006-12-19;0.00577
223 Cherry Lane;2006-12-19;0.00577
224 Grape Street;2006-12-19;0.00577
225 Banana Boulevard;2006-12-19;0.00577
221 Apple Lane;2006-12-19;0.00547
222 Orange Avenue;2006-12-19;0.00547
223 Cherry Lane;2006-12-19;0.00547
224 Grape Street;2006-12-19;0.00547
225 Banana Boulevard;2006-12-19;0.00547
221 Apple Lane;2006-12-19;0.00577
222 Orange Avenue;2006-12-19;0.00577
223 Cherry Lane;2006-12-19;0.00577
224 Grape Street;2006-12-19;0.00577
225 Banana Boulevard;2006-12-19;0.00577
221 Apple Lane;2006-12-19;0.00547
222 Orange Avenue;2006-12-19;0.00547
223 Cherry Lane;2006-12-19;0.00547
224 Grape Street;2006-12-19;0.00547
225 Banana Boulevard;2006-12-19;0.00547
221 Apple Lane;2006-12-19;0.00647
222 Orange Avenue;2006-12-19;0.00647
223 Cherry Lane;2006-12-19;0.00647
224 Grape Street;2006-12-19;0.00647
225 Banana Boulevard;2006-12-19;0.00647
221 Apple Lane;2006-12-19;0.00667
222 Orange Avenue;2006-12-19;0.00667
223 Cherry Lane;2006-12-19;0.00667
224 Grape Street;2006-12-19;0.00667
225 Banana Boulevard;2006-12-19;0.00667
221 Apple Lane;2006-12-19;0.00697
222 Orange Avenue;2006-12-19;0.00697
223 Cherry Lane;2006-12-19;0.00697
224 Grape Street;2006-12-19;0.00697
225 Banana Boulevard;2006-12-19;0.00697
221 Apple Lane;2006-12-19;0.00667
222 Orange Avenue;2006-12-19;0.00667
223 Cherry Lane;2006-12-19;0.00667
224 Grape Street;2006-12-19;0.00667
225 Banana Boulevard;2006-12-19;0.00667
221 Apple Lane;2006-12-19;0.00697
222 Orange Avenue;2006-12-19;0.00697
223 Cherry Lane;2006-12-19;0.00697
224 Grape Street;2006-12-19;0.00697
225 Banana Boulevard;2006-12-19;0.00697
221 Apple Lane;2006-12-19;0.0066
222 Orange Avenue;2006-12-19;0.0066
223 Cherry Lane;2006-12-19;0.0066
224 Grape Street;2006-12-19;0.0066
225 Banana Boulevard;2006-12-19;0.0066
221 Apple Lane;2006-12-19;0.00687
222 Orange Avenue;2006-12-19;0.00687
223 Cherry Lane;2006-12-19;0.00687
224 Grape Street;2006-12-19;0.00687
225 Banana Boulevard;2006-12-19;0.00687
221 Apple Lane;2006-12-19;0.00653
222 Orange Avenue;2006-12-19;0.00653
223 Cherry Lane;2006-12-19;0.00653
224 Grape Street;2006-12-19;0.00653
225 Banana Boulevard;2006-12-19;0.00653
221 Apple Lane;2006-12-19;0.00683
222 Orange Avenue;2006-12-19;0.00683
223 Cherry Lane;2006-12-19;0.00683
224 Grape Street;2006-12-19;0.00683
225 Banana Boulevard;2006-12-19;0.00683
221 Apple Lane;2006-12-19;0.0054
222 Orange Avenue;2006-12-19;0.0054
223 Cherry Lane;2006-12-19;0.0054
224 Grape Street;2006-12-19;0.0054
225 Banana Boulevard;2006-12-19;0.0054
221 Apple Lane;2006-12-19;0.00563
222 Orange Avenue;2006-12-19;0.00563
223 Cherry Lane;2006-12-19;0.00563
224 Grape Street;2006-12-19;0.00563
225 Banana Boulevard;2006-12-19;0.00563
221 Apple Lane;2006-12-19;0.00537
222 Orange Avenue;2006-12-19;0.00537
223 Cherry Lane;2006-12-19;0.00537
224 Grape Street;2006-12-19;0.00537
225 Banana Boulevard;2006-12-19;0.00537
221 Apple Lane;2006-12-19;0.0056
222 Orange Avenue;2006-12-19;0.0056
223 Cherry Lane;2006-12-19;0.0056
224 Grape Street;2006-12-19;0.0056
225 Banana Boulevard;2006-12-19;0.0056
221 Apple Lane;2006-12-19;0.0056
222 Orange Avenue;2006-12-19;0.0056
223 Cherry Lane;2006-12-19;0.0056
224 Grape Street;2006-12-19;0.0056
225 Banana Boulevard;2006-12-19;0.0056
221 Apple Lane;2006-12-19;0.00537
222 Orange Avenue;2006-12-19;0.00537
223 Cherry Lane;2006-12-19;0.00537
224 Grape Street;2006-12-19;0.00537
225 Banana Boulevard;2006-12-19;0.00537
221 Apple Lane;2006-12-19;0.00557
222 Orange Avenue;2006-12-19;0.00557
223 Cherry Lane;2006-12-19;0.00557
224 Grape Street;2006-12-19;0.00557
225 Banana Boulevard;2006-12-19;0.00557
221 Apple Lane;2006-12-19;0.0046
222 Orange Avenue;2006-12-19;0.0046
223 Cherry Lane;2006-12-19;0.0046
224 Grape Street;2006-12-19;0.0046
225 Banana Boulevard;2006-12-19;0.0046
221 Apple Lane;2006-12-19;0.0063
222 Orange Avenue;2006-12-19;0.0063
223 Cherry Lane;2006-12-19;0.0063
224 Grape Street;2006-12-19;0.0063
225 Banana Boulevard;2006-12-19;0.0063
221 Apple Lane;2006-12-19;0.00593
222 Orange Avenue;2006-12-19;0.00593
223 Cherry Lane;2006-12-19;0.00593
224 Grape Street;2006-12-19;0.00593
225 Banana Boulevard;2006-12-19;0.00593
221 Apple Lane;2006-12-19;0.0062
222 Orange Avenue;2006-12-19;0.0062
223 Cherry Lane;2006-12-19;0.0062
224 Grape Street;2006-12-19;0.0062
225 Banana Boulevard;2006-12-19;0.0062
221 Apple Lane;2006-12-19;0.00587
222 Orange Avenue;2006-12-19;0.00587
223 Cherry Lane;2006-12-19;0.00587
224 Grape Street;2006-12-19;0.00587
225 Banana Boulevard;2006-12-19;0.00587
221 Apple Lane;2006-12-19;0.00617
222 Orange Avenue;2006-12-19;0.00617
223 Cherry Lane;2006-12-19;0.00617
224 Grape Street;2006-12-19;0.00617
225 Banana Boulevard;2006-12-19;0.00617
221 Apple Lane;2006-12-19;0.00583
222 Orange Avenue;2006-12-19;0.00583
223 Cherry Lane;2006-12-19;0.00583
224 Grape Street;2006-12-19;0.00583
225 Banana Boulevard;2006-12-19;0.00583
221 Apple Lane;2006-12-19;0.00613
222 Orange Avenue;2006-12-19;0.00613
223 Cherry Lane;2006-12-19;0.00613
224 Grape Street;2006-12-19;0.00613
225 Banana Boulevard;2006-12-19;0.00613
221 Apple Lane;2006-12-19;0.00577
222 Orange Avenue;2006-12-19;0.00577
