street;date;consumption_kwh_per_minute
444 Pine Street;2006-12-20;0.03323
555 Oak Street;2006-12-20;0.03323
123 Fake Street;2006-12-20;0.0286
456 Elm Street;2006-12-20;0.0286
789 Maple Avenue;2006-12-20;0.0286
444 Pine Street;2006-12-20;0.0286
555 Oak Street;2006-12-20;0.0286
123 Fake Street;2006-12-20;0.02787
456 Elm Street;2006-12-20;0.02787
789 Maple Avenue;2006-12-20;0.02787
444 Pine Street;2006-12-20;0.02787
555 Oak Street;2006-12-20;0.02787
123 Fake Street;2006-12-20;0.0286
456 Elm Street;2006-12-20;0.0286
789 Maple Avenue;2006-12-20;0.0286
444 Pine Street;2006-12-20;0.0286
555 Oak Street;2006-12-20;0.0286
123 Fake Street;2006-12-20;0.02793
456 Elm Street;2006-12-20;0.02793
789 Maple Avenue;2006-12-20;0.02793
444 Pine Street;2006-12-20;0.02793
555 Oak Street;2006-12-20;0.02793
123 Fake Street;2006-12-20;0.02863
456 Elm Street;2006-12-20;0.02863
789 Maple Avenue;2006-12-20;0.02863
444 Pine Street;2006-12-20;0.02863
555 Oak Street;2006-12-20;0.02863
123 Fake Street;2006-12-20;0.02773
456 Elm Street;2006-12-20;0.02773
789 Maple Avenue;2006-12-20;0.02773
444 Pine Street;2006-12-20;0.02773
555 Oak Street;2006-12-20;0.02773
123 Fake Street;2006-12-20;0.0277
456 Elm Street;2006-12-20;0.0277
789 Maple Avenue;2006-12-20;0.0277
444 Pine Street;2006-12-20;0.0277
555 Oak Street;2006-12-20;0.0277
123 Fake Street;2006-12-20;0.02417
456 Elm Street;2006-12-20;0.02417
789 Maple Avenue;2006-12-20;0.02417
444 Pine Street;2006-12-20;0.02417
555 Oak Street;2006-12-20;0.02417
123 Fake Street;2006-12-20;0.02283
456 Elm Street;2006-12-20;0.02283
789 Maple Avenue;2006-12-20;0.02283
444 Pine Street;2006-12-20;0.02283
555 Oak Street;2006-12-20;0.02283
123 Fake Street;2006-12-20;0.02313
456 Elm Street;2006-12-20;0.02313
789 Maple Avenue;2006-12-20;0.02313
444 Pine Street;2006-12-20;0.02313
555 Oak Street;2006-12-20;0.02313
123 Fake Street;2006-12-20;0.0225
456 Elm Street;2006-12-20;0.0225
789 Maple Avenue;2006-12-20;0.0225
444 Pine Street;2006-12-20;0.0225
555 Oak Street;2006-12-20;0.0225
123 Fake Street;2006-12-20;0.02217
456 Elm Street;2006-12-20;0.02217
789 Maple Avenue;2006-12-20;0.02217
444 Pine Street;2006-12-20;0.02217
555 Oak Street;2006-12-20;0.02217
123 Fake Street;2006-12-20;0.02283
456 Elm Street;2006-12-20;0.02283
789 Maple Avenue;2006-12-20;0.02283
444 Pine Street;2006-12-20;0.02283
555 Oak Street;2006-12-20;0.02283
123 Fake Street;2006-12-20;0.0239
456 Elm Street;2006-12-20;0.0239
789 Maple Avenue;2006-12-20;0.0239
444 Pine Street;2006-12-20;0.0239
555 Oak Street;2006-12-20;0.0239
123 Fake Street;2006-12-20;0.02357
456 Elm Street;2006-12-20;0.02357
789 Maple Avenue;2006-12-20;0.02357
444 Pine Street;2006-12-20;0.02357
555 Oak Street;2006-12-20;0.02357
123 Fake Street;2006-12-20;0.02377
456 Elm Street;2006-12-20;0.02377
789 Maple Avenue;2006-12-20;0.02377
444 Pine Street;2006-12-20;0.02377
555 Oak Street;2006-12-20;0.02377
123 Fake Street;2006-12-20;0.02363
456 Elm Street;2006-12-20;0.02363
789 Maple Avenue;2006-12-20;0.02363
444 Pine Street;2006-12-20;0.02363
555 Oak Street;2006-12-20;0.02363
123 Fake Street;2006-12-20;0.0239
456 Elm Street;2006-12-20;0.0239
789 Maple Avenue;2006-12-20;0.0239
444 Pine Street;2006-12-20;0.0239
555 Oak Street;2006-12-20;0.0239
123 Fake Street;2006-12-20;0.02393
456 Elm Street;2006-12-20;0.02393
789 Maple Avenue;2006-12-20;0.02393
444 Pine Street;2006-12-20;0.02393
555 Oak Street;2006-12-20;0.02393
123 Fake Street;2006-12-20;0.02367
456 Elm Street;2006-12-20;0.02367
789 Maple Avenue;2006-12-20;0.02367
444 Pine Street;2006-12-20;0.02367
555 Oak Street;2006-12-20;0.02367
123 Fake Street;2006-12-20;0.02597
456 Elm Street;2006-12-20;0.02597
789 Maple Avenue;2006-12-20;0.02597
444 Pine Street;2006-12-20;0.02597
555 Oak Street;2006-12-20;0.02597
123 Fake Street;2006-12-20;0.02737
456 Elm Street;2006-12-20;0.02737
789 Maple Avenue;2006-12-20;0.02737
444 Pine Street;2006-12-20;0.02737
555 Oak Street;2006-12-20;0.02737
123 Fake Street;2006-12-20;0.0275
456 Elm Street;2006-12-20;0.0275
789 Maple Avenue;2006-12-20;0.0275
444 Pine Street;2006-12-20;0.0275
555 Oak Street;2006-12-20;0.0275
123 Fake Street;2006-12-20;0.02703
456 Elm Street;2006-12-20;0.02703
789 Maple Avenue;2006-12-20;0.02703
444 Pine Street;2006-12-20;0.02703
555 Oak Street;2006-12-20;0.02703
123 Fake Street;2006-12-20;0.02467
456 Elm Street;2006-12-20;0.02467
789 Maple Avenue;2006-12-20;0.02467
444 Pine Street;2006-12-20;0.02467
555 Oak Street;2006-12-20;0.02467
123 Fake Street;2006-12-20;0.02207
456 Elm Street;2006-12-20;0.02207
789 Maple Avenue;2006-12-20;0.02207
444 Pine Street;2006-12-20;0.02207
555 Oak Street;2006-12-20;0.02207
123 Fake Street;2006-12-20;0.02377
456 Elm Street;2006-12-20;0.02377
789 Maple Avenue;2006-12-20;0.02377
444 Pine Street;2006-12-20;0.02377
555 Oak Street;2006-12-20;0.02377
123 Fake Street;2006-12-20;0.0234
456 Elm Street;2006-12-20;0.0234
789 Maple Avenue;2006-12-20;0.0234
444 Pine Street;2006-12-20;0.0234
555 Oak Street;2006-12-20;0.0234
123 Fake Street;2006-12-20;0.0238
456 Elm Street;2006-12-20;0.0238
789 Maple Avenue;2006-12-20;0.0238
444 Pine Street;2006-12-20;0.0238
555 Oak Street;2006-12-20;0.0238
123 Fake Street;2006-12-20;0.0235
456 Elm Street;2006-12-20;0.0235
789 Maple Avenue;2006-12-20;0.0235
444 Pine Street;2006-12-20;0.0235
555 Oak Street;2006-12-20;0.0235
123 Fake Street;2006-12-20;0.02333
456 Elm Street;2006-12-20;0.02333
789 Maple Avenue;2006-12-20;0.02333
444 Pine Street;2006-12-20;0.02333
555 Oak Street;2006-12-20;0.02333
123 Fake Street;2006-12-20;0.02577
456 Elm Street;2006-12-20;0.02577
789 Maple Avenue;2006-12-20;0.02577
444 Pine Street;2006-12-20;0.02577
555 Oak Street;2006-12-20;0.02577
123 Fake Street;2006-12-20;0.02513
456 Elm Street;2006-12-20;0.02513
789 Maple Avenue;2006-12-20;0.02513
444 Pine Street;2006-12-20;0.02513
555 Oak Street;2006-12-20;0.02513
123 Fake Street;2006-12-20;0.02463
456 Elm Street;2006-12-20;0.02463
789 Maple Avenue;2006-12-20;0.02463
444 Pine Street;2006-12-20;0.02463
555 Oak Street;2006-12-20;0.02463
123 Fake Street;2006-12-20;0.0248
456 Elm Street;2006-12-20;0.0248
789 Maple Avenue;2006-12-20;0.0248
444 Pine Street;2006-12-20;0.0248
555 Oak Street;2006-12-20;0.0248
123 Fake Street;2006-12-20;0.02343
456 Elm Street;2006-12-20;0.02343
789 Maple Avenue;2006-12-20;0.02343
444 Pine Street;2006-12-20;0.02343
555 Oak Street;2006-12-20;0.02343
123 Fake Street;2006-12-20;0.02353
456 Elm Street;2006-12-20;0.02353
789 Maple Avenue;2006-12-20;0.02353
444 Pine Street;2006-12-20;0.02353
555 Oak Street;2006-12-20;0.02353
123 Fake Street;2006-12-20;0.0233
456 Elm Street;2006-12-20;0.0233
789 Maple Avenue;2006-12-20;0.0233
444 Pine Street;2006-12-20;0.0233
555 Oak Street;2006-12-20;0.0233
123 Fake Street;2006-12-20;0.0235
456 Elm Street;2006-12-20;0.0235
789 Maple Avenue;2006-12-20;0.0235
444 Pine Street;2006-12-20;0.0235
555 Oak Street;2006-12-20;0.0235
123 Fake Street;2006-12-20;0.0233
456 Elm Street;2006-12-20;0.0233
789 Maple Avenue;2006-12-20;0.0233
444 Pine Street;2006-12-20;0.0233
555 Oak Street;2006-12-20;0.0233
123 Fake Street;2006-12-20;0.02543
456 Elm Street;2006-12-20;0.02543
789 Maple Avenue;2006-12-20;0.02543
444 Pine Street;2006-12-20;0.02543
555 Oak Street;2006-12-20;0.02543
123 Fake Street;2006-12-20;0.02667
456 Elm Street;2006-12-20;0.02667
789 Maple Avenue;2006-12-20;0.02667
444 Pine Street;2006-12-20;0.02667
555 Oak Street;2006-12-20;0.02667
123 Fake Street;2006-12-20;0.02653
456 Elm Street;2006-12-20;0.02653
789 Maple Avenue;2006-12-20;0.02653
444 Pine Street;2006-12-20;0.02653
555 Oak Street;2006-12-20;0.02653
123 Fake Street;2006-12-20;0.0266
456 Elm Street;2006-12-20;0.0266
789 Maple Avenue;2006-12-20;0.0266
444 Pine Street;2006-12-20;0.0266
555 Oak Street;2006-12-20;0.0266
123 Fake Street;2006-12-20;0.02397
456 Elm Street;2006-12-20;0.02397
789 Maple Avenue;2006-12-20;0.02397
444 Pine Street;2006-12-20;0.02397
555 Oak Street;2006-12-20;0.02397
123 Fake Street;2006-12-20;0.02323
456 Elm Street;2006-12-20;0.02323
789 Maple Avenue;2006-12-20;0.02323
444 Pine Street;2006-12-20;0.02323
555 Oak Street;2006-12-20;0.02323
123 Fake Street;2006-12-20;0.02327
456 Elm Street;2006-12-20;0.02327
789 Maple Avenue;2006-12-20;0.02327
444 Pine Street;2006-12-20;0.02327
555 Oak Street;2006-12-20;0.02327
123 Fake Street;2006-12-20;0.02333
456 Elm Street;2006-12-20;0.02333
789 Maple Avenue;2006-12-20;0.02333
444 Pine Street;2006-12-20;0.02333
555 Oak Street;2006-12-20;0.02333
123 Fake Street;2006-12-20;0.02327
456 Elm Street;2006-12-20;0.02327
789 Maple Avenue;2006-12-20;0.02327
444 Pine Street;2006-12-20;0.02327
555 Oak Street;2006-12-20;0.02327
123 Fake Street;2006-12-20;0.02317
456 Elm Street;2006-12-20;0.02317
789 Maple Avenue;2006-12-20;0.02317
444 Pine Street;2006-12-20;0.02317
555 Oak Street;2006-12-20;0.02317
123 Fake Street;2006-12-20;0.0231
456 Elm Street;2006-12-20;0.0231
789 Maple Avenue;2006-12-20;0.0231
444 Pine Street;2006-12-20;0.0231
555 Oak Street;2006-12-20;0.0231
123 Fake Street;2006-12-20;0.0217
456 Elm Street;2006-12-20;0.0217
789 Maple Avenue;2006-12-20;0.0217
444 Pine Street;2006-12-20;0.0217
555 Oak Street;2006-12-20;0.0217
123 Fake Street;2006-12-20;0.02173
456 Elm Street;2006-12-20;0.02173
789 Maple Avenue;2006-12-20;0.02173
444 Pine Street;2006-12-20;0.02173
555 Oak Street;2006-12-20;0.02173
123 Fake Street;2006-12-20;0.02173
456 Elm Street;2006-12-20;0.02173
789 Maple Avenue;2006-12-20;0.02173
444 Pine Street;2006-12-20;0.02173
555 Oak Street;2006-12-20;0.02173
123 Fake Street;2006-12-20;0.02173
456 Elm Street;2006-12-20;0.02173
789 Maple Avenue;2006-12-20;0.02173
444 Pine Street;2006-12-20;0.02173
555 Oak Street;2006-12-20;0.02173
123 Fake Street;2006-12-20;0.02177
456 Elm Street;2006-12-20;0.02177
789 Maple Avenue;2006-12-20;0.02177
444 Pine Street;2006-12-20;0.02177
555 Oak Street;2006-12-20;0.02177
123 Fake Street;2006-12-20;0.02183
456 Elm Street;2006-12-20;0.02183
789 Maple Avenue;2006-12-20;0.02183
444 Pine Street;2006-12-20;0.02183
555 Oak Street;2006-12-20;0.02183
123 Fake Street;2006-12-20;0.0216
456 Elm Street;2006-12-20;0.0216
789 Maple Avenue;2006-12-20;0.0216
444 Pine Street;2006-12-20;0.0216
555 Oak Street;2006-12-20;0.0216
123 Fake Street;2006-12-20;0.02177
456 Elm Street;2006-12-20;0.02177
789 Maple Avenue;2006-12-20;0.02177
444 Pine Street;2006-12-20;0.02177
555 Oak Street;2006-12-20;0.02177
123 Fake Street;2006-12-20;0.02173
456 Elm Street;2006-12-20;0.02173
789 Maple Avenue;2006-12-20;0.02173
444 Pine Street;2006-12-20;0.02173
555 Oak Street;2006-12-20;0.02173
123 Fake Street;2006-12-20;0.0216
456 Elm Street;2006-12-20;0.0216
789 Maple Avenue;2006-12-20;0.0216
444 Pine Street;2006-12-20;0.0216
555 Oak Street;2006-12-20;0.0216
123 Fake Street;2006-12-20;0.02163
456 Elm Street;2006-12-20;0.02163
789 Maple Avenue;2006-12-20;0.02163
444 Pine Street;2006-12-20;0.02163
555 Oak Street;2006-12-20;0.02163
123 Fake Street;2006-12-20;0.02163
456 Elm Street;2006-12-20;0.02163
789 Maple Avenue;2006-12-20;0.02163
444 Pine Street;2006-12-20;0.02163
555 Oak Street;2006-12-20;0.02163
123 Fake Street;2006-12-20;0.02167
456 Elm Street;2006-12-20;0.02167
789 Maple Avenue;2006-12-20;0.02167
444 Pine Street;2006-12-20;0.02167
555 Oak Street;2006-12-20;0.02167
123 Fake Street;2006-12-20;0.0216
456 Elm Street;2006-12-20;0.0216
789 Maple Avenue;2006-12-20;0.0216
444 Pine Street;2006-12-20;0.0216
555 Oak Street;2006-12-20;0.0216
123 Fake Street;2006-12-20;0.0218
456 Elm Street;2006-12-20;0.0218
789 Maple Avenue;2006-12-20;0.0218
444 Pine Street;2006-12-20;0.0218
555 Oak Street;2006-12-20;0.0218
123 Fake Street;2006-12-20;0.0226
456 Elm Street;2006-12-20;0.0226
789 Maple Avenue;2006-12-20;0.0226
444 Pine Street;2006-12-20;0.0226
555 Oak Street;2006-12-20;0.0226
123 Fake Street;2006-12-20;0.02323
456 Elm Street;2006-12-20;0.02323
789 Maple Avenue;2006-12-20;0.02323
444 Pine Street;2006-12-20;0.02323
555 Oak Street;2006-12-20;0.02323
123 Fake Street;2006-12-20;0.0232
456 Elm Street;2006-12-20;0.0232
789 Maple Avenue;2006-12-20;0.0232
444 Pine Street;2006-12-20;0.0232
555 Oak Street;2006-12-20;0.0232
123 Fake Street;2006-12-20;0.0251
456 Elm Street;2006-12-20;0.0251
789 Maple Avenue;2006-12-20;0.0251
444 Pine Street;2006-12-20;0.0251
555 Oak Street;2006-12-20;0.0251
123 Fake Street;2006-12-20;0.02493
456 Elm Street;2006-12-20;0.02493
789 Maple Avenue;2006-12-20;0.02493
444 Pine Street;2006-12-20;0.02493
555 Oak Street;2006-12-20;0.02493
123 Fake Street;2006-12-20;0.0249
456 Elm Street;2006-12-20;0.0249
789 Maple Avenue;2006-12-20;0.0249
444 Pine Street;2006-12-20;0.0249
555 Oak Street;2006-12-20;0.0249
123 Fake Street;2006-12-20;0.02473
456 Elm Street;2006-12-20;0.02473
789 Maple Avenue;2006-12-20;0.02473
444 Pine Street;2006-12-20;0.02473
555 Oak Street;2006-12-20;0.02473
123 Fake Street;2006-12-20;0.02483
456 Elm Street;2006-12-20;0.02483
789 Maple Avenue;2006-12-20;0.02483
444 Pine Street;2006-12-20;0.02483
555 Oak Street;2006-12-20;0.02483
123 Fake Street;2006-12-20;0.0247
456 Elm Street;2006-12-20;0.0247
789 Maple Avenue;2006-12-20;0.0247
444 Pine Street;2006-12-20;0.0247
555 Oak Street;2006-12-20;0.0247
123 Fake Street;2006-12-20;0.02437
456 Elm Street;2006-12-20;0.02437
789 Maple Avenue;2006-12-20;0.02437
444 Pine Street;2006-12-20;0.02437
555 Oak Street;2006-12-20;0.02437
123 Fake Street;2006-12-20;0.02333
456 Elm Street;2006-12-20;0.02333
789 Maple Avenue;2006-12-20;0.02333
444 Pine Street;2006-12-20;0.02333
555 Oak Street;2006-12-20;0.02333
123 Fake Street;2006-12-20;0.02337
456 Elm Street;2006-12-20;0.02337
789 Maple Avenue;2006-12-20;0.02337
444 Pine Street;2006-12-20;0.02337
555 Oak Street;2006-12-20;0.02337
123 Fake Street;2006-12-20;0.02337
456 Elm Street;2006-12-20;0.02337
789 Maple Avenue;2006-12-20;0.02337
444 Pine Street;2006-12-20;0.02337
555 Oak Street;2006-12-20;0.02337
123 Fake Street;2006-12-20;0.02343
456 Elm Street;2006-12-20;0.02343
789 Maple Avenue;2006-12-20;0.02343
444 Pine Street;2006-12-20;0.02343
555 Oak Street;2006-12-20;0.02343
123 Fake Street;2006-12-20;0.02317
456 Elm Street;2006-12-20;0.02317
789 Maple Avenue;2006-12-20;0.02317
444 Pine Street;2006-12-20;0.02317
555 Oak Street;2006-12-20;0.02317
123 Fake Street;2006-12-20;0.0423
456 Elm Street;2006-12-20;0.0423
789 Maple Avenue;2006-12-20;0.0423
444 Pine Street;2006-12-20;0.0423
555 Oak Street;2006-12-20;0.0423
123 Fake Street;2006-12-20;0.03067
456 Elm Street;2006-12-20;0.03067
789 Maple Avenue;2006-12-20;0.03067
444 Pine Street;2006-12-20;0.03067
555 Oak Street;2006-12-20;0.03067
123 Fake Street;2006-12-20;0.02317
456 Elm Street;2006-12-20;0.02317
789 Maple Avenue;2006-12-20;0.02317
444 Pine Street;2006-12-20;0.02317
555 Oak Street;2006-12-20;0.02317
123 Fake Street;2006-12-20;0.0269
456 Elm Street;2006-12-20;0.0269
789 Maple Avenue;2006-12-20;0.0269
444 Pine Street;2006-12-20;0.0269
555 Oak Street;2006-12-20;0.0269
123 Fake Street;2006-12-20;0.02777
456 Elm Street;2006-12-20;0.02777
789 Maple Avenue;2006-12-20;0.02777
444 Pine Street;2006-12-20;0.02777
555 Oak Street;2006-12-20;0.02777
123 Fake Street;2006-12-20;0.0233
456 Elm Street;2006-12-20;0.0233
789 Maple Avenue;2006-12-20;0.0233
444 Pine Street;2006-12-20;0.0233
555 Oak Street;2006-12-20;0.0233
123 Fake Street;2006-12-20;0.02333
456 Elm Street;2006-12-20;0.02333
789 Maple Avenue;2006-12-20;0.02333
444 Pine Street;2006-12-20;0.02333
555 Oak Street;2006-12-20;0.02333
123 Fake Street;2006-12-20;0.0227
456 Elm Street;2006-12-20;0.0227
789 Maple Avenue;2006-12-20;0.0227
444 Pine Street;2006-12-20;0.0227
555 Oak Street;2006-12-20;0.0227
123 Fake Street;2006-12-20;0.02177
456 Elm Street;2006-12-20;0.02177
789 Maple Avenue;2006-12-20;0.02177
444 Pine Street;2006-12-20;0.02177
555 Oak Street;2006-12-20;0.02177
123 Fake Street;2006-12-20;0.0218
456 Elm Street;2006-12-20;0.0218
789 Maple Avenue;2006-12-20;0.0218
444 Pine Street;2006-12-20;0.0218
555 Oak Street;2006-12-20;0.0218
123 Fake Street;2006-12-20;0.02177
456 Elm Street;2006-12-20;0.02177
789 Maple Avenue;2006-12-20;0.02177
444 Pine Street;2006-12-20;0.02177
555 Oak Street;2006-12-20;0.02177
123 Fake Street;2006-12-20;0.02183
456 Elm Street;2006-12-20;0.02183
789 Maple Avenue;2006-12-20;0.02183
444 Pine Street;2006-12-20;0.02183
555 Oak Street;2006-12-20;0.02183
123 Fake Street;2006-12-20;0.02187
456 Elm Street;2006-12-20;0.02187
789 Maple Avenue;2006-12-20;0.02187
444 Pine Street;2006-12-20;0.02187
555 Oak Street;2006-12-20;0.02187
123 Fake Street;2006-12-20;0.02183
456 Elm Street;2006-12-20;0.02183
789 Maple Avenue;2006-12-20;0.02183
444 Pine Street;2006-12-20;0.02183
555 Oak Street;2006-12-20;0.02183
123 Fake Street;2006-12-20;0.02193
456 Elm Street;2006-12-20;0.02193
789 Maple Avenue;2006-12-20;0.02193
444 Pine Street;2006-12-20;0.02193
555 Oak Street;2006-12-20;0.02193
123 Fake Street;2006-12-20;0.02167
456 Elm Street;2006-12-20;0.02167
789 Maple Avenue;2006-12-20;0.02167
444 Pine Street;2006-12-20;0.02167
555 Oak Street;2006-12-20;0.02167
123 Fake Street;2006-12-20;0.02163
456 Elm Street;2006-12-20;0.02163
789 Maple Avenue;2006-12-20;0.02163
444 Pine Street;2006-12-20;0.02163
555 Oak Street;2006-12-20;0.02163
123 Fake Street;2006-12-20;0.02163
456 Elm Street;2006-12-20;0.02163
789 Maple Avenue;2006-12-20;0.02163
444 Pine Street;2006-12-20;0.02163
555 Oak Street;2006-12-20;0.02163
123 Fake Street;2006-12-20;0.02167
456 Elm Street;2006-12-20;0.02167
789 Maple Avenue;2006-12-20;0.02167
444 Pine Street;2006-12-20;0.02167
555 Oak Street;2006-12-20;0.02167
123 Fake Street;2006-12-20;0.02173
456 Elm Street;2006-12-20;0.02173
789 Maple Avenue;2006-12-20;0.02173
444 Pine Street;2006-12-20;0.02173
555 Oak Street;2006-12-20;0.02173
123 Fake Street;2006-12-20;0.0217
456 Elm Street;2006-12-20;0.0217
789 Maple Avenue;2006-12-20;0.0217
444 Pine Street;2006-12-20;0.0217
555 Oak Street;2006-12-20;0.0217
123 Fake Street;2006-12-20;0.02163
456 Elm Street;2006-12-20;0.02163
789 Maple Avenue;2006-12-20;0.02163
444 Pine Street;2006-12-20;0.02163
555 Oak Street;2006-12-20;0.02163
123 Fake Street;2006-12-20;0.02173
456 Elm Street;2006-12-20;0.02173
789 Maple Avenue;2006-12-20;0.02173
444 Pine Street;2006-12-20;0.02173
555 Oak Street;2006-12-20;0.02173
123 Fake Street;2006-12-20;0.0217
456 Elm Street;2006-12-20;0.0217
789 Maple Avenue;2006-12-20;0.0217
444 Pine Street;2006-12-20;0.0217
555 Oak Street;2006-12-20;0.0217
123 Fake Street;2006-12-20;0.02183
456 Elm Street;2006-12-20;0.02183
789 Maple Avenue;2006-12-20;0.02183
444 Pine Street;2006-12-20;0.02183
555 Oak Street;2006-12-20;0.02183
123 Fake Street;2006-12-20;0.02233
456 Elm Street;2006-12-20;0.02233
789 Maple Avenue;2006-12-20;0.02233
444 Pine Street;2006-12-20;0.02233
555 Oak Street;2006-12-20;0.02233
123 Fake Street;2006-12-20;0.025
456 Elm Street;2006-12-20;0.025
789 Maple Avenue;2006-12-20;0.025
444 Pine Street;2006-12-20;0.025
555 Oak Street;2006-12-20;0.025
123 Fake Street;2006-12-20;0.02497
456 Elm Street;2006-12-20;0.02497
789 Maple Avenue;2006-12-20;0.02497
444 Pine Street;2006-12-20;0.02497
555 Oak Street;2006-12-20;0.02497
123 Fake Street;2006-12-20;0.0249
456 Elm Street;2006-12-20;0.0249
789 Maple Avenue;2006-12-20;0.0249
444 Pine Street;2006-12-20;0.0249
555 Oak Street;2006-12-20;0.0249
123 Fake Street;2006-12-20;0.02473
456 Elm Street;2006-12-20;0.02473
789 Maple Avenue;2006-12-20;0.02473
444 Pine Street;2006-12-20;0.02473
555 Oak Street;2006-12-20;0.02473
123 Fake Street;2006-12-20;0.0245
456 Elm Street;2006-12-20;0.0245
789 Maple Avenue;2006-12-20;0.0245
444 Pine Street;2006-12-20;0.0245
555 Oak Street;2006-12-20;0.0245
123 Fake Street;2006-12-20;0.02437
456 Elm Street;2006-12-20;0.02437
789 Maple Avenue;2006-12-20;0.02437
444 Pine Street;2006-12-20;0.02437
555 Oak Street;2006-12-20;0.02437
123 Fake Street;2006-12-20;0.02547
456 Elm Street;2006-12-20;0.02547
789 Maple Avenue;2006-12-20;0.02547
444 Pine Street;2006-12-20;0.02547
555 Oak Street;2006-12-20;0.02547
123 Fake Street;2006-12-20;0.02577
456 Elm Street;2006-12-20;0.02577
789 Maple Avenue;2006-12-20;0.02577
444 Pine Street;2006-12-20;0.02577
555 Oak Street;2006-12-20;0.02577
123 Fake Street;2006-12-20;0.0255
456 Elm Street;2006-12-20;0.0255
789 Maple Avenue;2006-12-20;0.0255
444 Pine Street;2006-12-20;0.0255
555 Oak Street;2006-12-20;0.0255
123 Fake Street;2006-12-20;0.02463
456 Elm Street;2006-12-20;0.02463
789 Maple Avenue;2006-12-20;0.02463
444 Pine Street;2006-12-20;0.02463
555 Oak Street;2006-12-20;0.02463
123 Fake Street;2006-12-20;0.02477
456 Elm Street;2006-12-20;0.02477
789 Maple Avenue;2006-12-20;0.02477
444 Pine Street;2006-12-20;0.02477
555 Oak Street;2006-12-20;0.02477
123 Fake Street;2006-12-20;0.02473
456 Elm Street;2006-12-20;0.02473
789 Maple Avenue;2006-12-20;0.02473
444 Pine Street;2006-12-20;0.02473
555 Oak Street;2006-12-20;0.02473
123 Fake Street;2006-12-20;0.02463
456 Elm Street;2006-12-20;0.02463
789 Maple Avenue;2006-12-20;0.02463
444 Pine Street;2006-12-20;0.02463
555 Oak Street;2006-12-20;0.02463
123 Fake Street;2006-12-20;0.02463
456 Elm Street;2006-12-20;0.02463
789 Maple Avenue;2006-12-20;0.02463
444 Pine Street;2006-12-20;0.02463
555 Oak Street;2006-12-20;0.02463
123 Fake Street;2006-12-20;0.02463
456 Elm Street;2006-12-20;0.02463
789 Maple Avenue;2006-12-20;0.02463
444 Pine Street;2006-12-20;0.02463
555 Oak Street;2006-12-20;0.02463
123 Fake Street;2006-12-20;0.02457
456 Elm Street;2006-12-20;0.02457
789 Maple Avenue;2006-12-20;0.02457
444 Pine Street;2006-12-20;0.02457
555 Oak Street;2006-12-20;0.02457
123 Fake Street;2006-12-20;0.0238
456 Elm Street;2006-12-20;0.0238
789 Maple Avenue;2006-12-20;0.0238
444 Pine Street;2006-12-20;0.0238
555 Oak Street;2006-12-20;0.0238
123 Fake Street;2006-12-20;0.02287
456 Elm Street;2006-12-20;0.02287
789 Maple Avenue;2006-12-20;0.02287
444 Pine Street;2006-12-20;0.02287
555 Oak Street;2006-12-20;0.02287
123 Fake Street;2006-12-20;0.02313
456 Elm Street;2006-12-20;0.02313
789 Maple Avenue;2006-12-20;0.02313
444 Pine Street;2006-12-20;0.02313
555 Oak Street;2006-12-20;0.02313
123 Fake Street;2006-12-20;0.0232
456 Elm Street;2006-12-20;0.0232
789 Maple Avenue;2006-12-20;0.0232
444 Pine Street;2006-12-20;0.0232
555 Oak Street;2006-12-20;0.0232
123 Fake Street;2006-12-20;0.02313
456 Elm Street;2006-12-20;0.02313
789 Maple Avenue;2006-12-20;0.02313
444 Pine Street;2006-12-20;0.02313
555 Oak Street;2006-12-20;0.02313
123 Fake Street;2006-12-20;0.02303
456 Elm Street;2006-12-20;0.02303
789 Maple Avenue;2006-12-20;0.02303
444 Pine Street;2006-12-20;0.02303
555 Oak Street;2006-12-20;0.02303
123 Fake Street;2006-12-20;0.02307
456 Elm Street;2006-12-20;0.02307
789 Maple Avenue;2006-12-20;0.02307
444 Pine Street;2006-12-20;0.02307
555 Oak Street;2006-12-20;0.02307
123 Fake Street;2006-12-20;0.02327
456 Elm Street;2006-12-20;0.02327
789 Maple Avenue;2006-12-20;0.02327
444 Pine Street;2006-12-20;0.02327
555 Oak Street;2006-12-20;0.02327
123 Fake Street;2006-12-20;0.023
456 Elm Street;2006-12-20;0.023
789 Maple Avenue;2006-12-20;0.023
444 Pine Street;2006-12-20;0.023
555 Oak Street;2006-12-20;0.023
123 Fake Street;2006-12-20;0.023
456 Elm Street;2006-12-20;0.023
789 Maple Avenue;2006-12-20;0.023
444 Pine Street;2006-12-20;0.023
555 Oak Street;2006-12-20;0.023
123 Fake Street;2006-12-20;0.02293
456 Elm Street;2006-12-20;0.02293
789 Maple Avenue;2006-12-20;0.02293
444 Pine Street;2006-12-20;0.02293
555 Oak Street;2006-12-20;0.02293
123 Fake Street;2006-12-20;0.02293
456 Elm Street;2006-12-20;0.02293
789 Maple Avenue;2006-12-20;0.02293
444 Pine Street;2006-12-20;0.02293
555 Oak Street;2006-12-20;0.02293
123 Fake Street;2006-12-20;0.0229
456 Elm Street;2006-12-20;0.0229
789 Maple Avenue;2006-12-20;0.0229
444 Pine Street;2006-12-20;0.0229
555 Oak Street;2006-12-20;0.0229
123 Fake Street;2006-12-20;0.02323
456 Elm Street;2006-12-20;0.02323
789 Maple Avenue;2006-12-20;0.02323
444 Pine Street;2006-12-20;0.02323
