date;consumption_kwh_per_minute
2010-02-27;0.057
2010-02-28;0.057
2010-03-01;0.057
2010-03-02;0.057
2010-03-03;0.03127
2010-03-04;0.03127
2010-03-05;0.03127
2010-03-06;0.03127
2010-03-07;0.03127
2010-03-08;0.05737
2010-03-09;0.05737
2010-03-10;0.05737
2010-03-11;0.05737
2010-03-12;0.05737
2010-03-13;0.0569
2010-03-14;0.0569
2010-03-15;0.0569
2010-03-16;0.0569
2010-03-17;0.0569
2010-03-18;0.05687
2010-03-19;0.05687
2010-03-20;0.05687
2010-03-21;0.05687
2010-03-22;0.05687
2010-03-23;0.04237
2010-03-24;0.04237
2010-03-25;0.04237
2010-03-26;0.04237
2010-03-27;0.04237
2010-03-28;0.047
2010-03-29;0.047
2010-03-30;0.047
2010-03-31;0.047
2010-04-01;0.047
2010-04-02;0.05683
2010-04-03;0.05683
2010-04-04;0.05683
2010-04-05;0.05683
2010-04-06;0.05683
2010-04-07;0.05653
2010-04-08;0.05653
2010-04-09;0.05653
2010-04-10;0.05653
2010-04-11;0.05653
2010-04-12;0.04797
2010-04-13;0.04797
2010-04-14;0.04797
2010-04-15;0.04797
2010-04-16;0.04797
2010-04-17;0.0308
2010-04-18;0.0308
2010-04-19;0.0308
2010-04-20;0.0308
2010-04-21;0.0308
2010-04-22;0.05823
2010-04-23;0.05823
2010-04-24;0.05823
2010-04-25;0.05823
2010-04-26;0.05823
2010-04-27;0.057
2010-04-28;0.057
2010-04-29;0.057
2010-04-30;0.057
2010-05-01;0.057
2010-05-02;0.05377
2010-05-03;0.05377
2010-05-04;0.05377
2010-05-05;0.05377
2010-05-06;0.05377
2010-05-07;0.03247
2010-05-08;0.03247
2010-05-09;0.03247
2010-05-10;0.03247
2010-05-11;0.03247
2010-05-12;0.05653
2010-05-13;0.05653
2010-05-14;0.05653
2010-05-15;0.05653
2010-05-16;0.05653
2010-05-17;0.05613
2010-05-18;0.05613
2010-05-19;0.05613
2010-05-20;0.05613
2010-05-21;0.05613
2010-05-22;0.0563
2010-05-23;0.0563
2010-05-24;0.0563
2010-05-25;0.0563
2010-05-26;0.0563
2010-05-27;0.0312
2010-05-28;0.0312
2010-05-29;0.0312
2010-05-30;0.0312
2010-05-31;0.0312
2010-06-01;0.05353
2010-06-02;0.05353
2010-06-03;0.05353
2010-06-04;0.05353
2010-06-05;0.05353
2010-06-06;0.05577
2010-06-07;0.05577
2010-06-08;0.05577
2010-06-09;0.05577
2010-06-10;0.05577
2010-06-11;0.05513
2010-06-12;0.05513
2010-06-13;0.05513
2010-06-14;0.05513
2010-06-15;0.05513
2010-06-16;0.05503
2010-06-17;0.05503
2010-06-18;0.05503
2010-06-19;0.05503
2010-06-20;0.05503
2010-06-21;0.03933
2010-06-22;0.03933
2010-06-23;0.03933
2010-06-24;0.03933
2010-06-25;0.03933
2010-06-26;0.0442
2010-06-27;0.0442
2010-06-28;0.0442
2010-06-29;0.0442
2010-06-30;0.0442
2010-07-01;0.05653
2010-07-02;0.05653
2010-07-03;0.05653
2010-07-04;0.05653
2010-07-05;0.05653
2010-07-06;0.05663
2010-07-07;0.05663
2010-07-08;0.05663
2010-07-09;0.05663
2010-07-10;0.05663
2010-07-11;0.05707
2010-07-12;0.05707
2010-07-13;0.05707
2010-07-14;0.05707
2010-07-15;0.05707
2010-07-16;0.031
2010-07-17;0.031
2010-07-18;0.031
2010-07-19;0.031
2010-07-20;0.031
2010-07-21;0.05417
2010-07-22;0.05417
2010-07-23;0.05417
2010-07-24;0.05417
2010-07-25;0.05417
2010-07-26;0.05837
2010-07-27;0.05837
2010-07-28;0.05837
2010-07-29;0.05837
2010-07-30;0.05837
2010-07-31;0.05807
2010-08-01;0.05807
2010-08-02;0.05807
2010-08-03;0.05807
2010-08-04;0.05807
2010-08-05;0.05797
2010-08-06;0.05797
2010-08-07;0.05797
2010-08-08;0.05797
2010-08-09;0.05797
2010-08-10;0.02827
2010-08-11;0.02827
2010-08-12;0.02827
2010-08-13;0.02827
2010-08-14;0.02827
2010-08-15;0.05823
2010-08-16;0.05823
2010-08-17;0.05823
2010-08-22;0.05823
2010-08-23;0.05823
2010-08-24;0.05803
2010-08-25;0.05803
2010-08-26;0.05803
2010-08-27;0.05803
2010-08-28;0.05803
2010-08-29;0.058
2010-08-30;0.058
2010-08-31;0.058
2010-09-01;0.058
2010-09-02;0.058
2010-09-03;0.0579
2010-09-04;0.0579
2010-09-05;0.0579
2010-09-06;0.0579
2010-09-07;0.0579
2010-09-08;0.03847
2010-09-09;0.03847
2010-09-10;0.03847
2010-09-11;0.03847
2010-09-12;0.03847
2010-09-13;0.04877
2010-09-14;0.04877
2010-09-15;0.04877
2010-09-16;0.04877
2010-09-17;0.04877
2010-09-18;0.05787
2010-09-19;0.05787
2010-09-20;0.05787
2010-09-21;0.05787
2010-09-22;0.05787
2010-09-23;0.058
2010-09-24;0.058
2010-09-25;0.058
2010-09-28;0.058
2010-09-29;0.058
2010-09-30;0.05757
2010-10-01;0.05757
2010-10-02;0.05757
2010-10-03;0.05757
2010-10-04;0.05757
2010-10-05;0.05773
2010-10-06;0.05773
2010-10-07;0.05773
2010-10-08;0.05773
2010-10-09;0.05773
2010-10-10;0.02977
2010-10-11;0.02977
2010-10-12;0.02977
2010-10-13;0.02977
2010-10-14;0.02977
2010-10-15;0.05303
2010-10-16;0.05303
2010-10-17;0.05303
2010-10-18;0.05303
2010-10-19;0.05303
2010-10-20;0.0563
2010-10-21;0.0563
2010-10-22;0.0563
2010-10-23;0.0563
2010-10-24;0.0563
2010-10-25;0.0562
2010-10-26;0.0562
2010-10-27;0.0562
2010-10-28;0.0562
2010-10-29;0.0562
2010-10-30;0.05603
2010-10-31;0.05603
2010-11-01;0.05603
2010-11-02;0.05603
2010-11-03;0.05603
2010-11-04;0.05187
2010-11-05;0.05187
2010-11-06;0.05187
2010-11-07;0.05187
2010-11-08;0.05187
2010-11-09;0.0269
2010-11-10;0.0269
2010-11-11;0.0269
2010-11-12;0.0269
2010-11-13;0.0269
2010-11-14;0.05597
2010-11-15;0.05597
2010-11-16;0.05597
2010-11-17;0.05597
2010-11-18;0.05597
2010-11-19;0.05647
2010-11-20;0.05647
2010-11-21;0.05647
2010-11-22;0.05647
2010-11-23;0.05647
2010-11-24;0.05653
2010-11-25;0.05653
2010-11-26;0.05653
